StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q526_Browser,Q526_Version,Q526_Operating System,Q526_Resolution,QRead,Consent_visual,Gender,Tram_jubilacion,Birth,Educ,EpistemicC_1,EpistemicC_2,EpistemicC_3,EpistemicC_4,EpistemicC_5,EpistemicC_6,HSist,HSist_9_TEXT,FamGroup,Longevidad,MAge,DAge,PStable,PBirth,MoAFP,PlanJubi,PlanJubi_6_TEXT,Advice,PAdvice,Q493,EPension_PuvsPri,sesion,time_consent,time_cotizacion,time_baseline_1,time_t1_1,time_t2_1,time_t3_1,time_baseline_p,time_t1_2,time_t2_2,time_t3_2,time_consent_welcome,UserAge,source,perfil,PC,survey,show-up,UID,useridn,website,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,noun,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella
11/11/2022 07:58,11/11/2022 08:04,IP Address,158.170.47.20,100,378,TRUE,11/11/2022 08:04,R_2XhNacL4BmPxkTr,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,2000,Educación Media científico-humanista o Técnica,"Totalmente
de acuerdo",,"De
acuerdo","De
acuerdo","De
acuerdo","De
acuerdo",Sistema Público FONASA grupo B,-99,2,-99,Aún no ha fallecido,Aún no ha fallecido,Sí,2000,No,,,No,No,,,lab,01:14.2,04:07.3,,,,,,,06:29.8,,01:24.5,22,,7,SCESS-LAB-02B,OE_USACH_DL_01,6500,1234-2-2-22-7-SCESS-LAB-02B,1234,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
11/11/2022 07:30,11/11/2022 08:08,IP Address,158.170.47.77,100,2291,TRUE,11/11/2022 08:08,R_2zHnrLikAL4SMRD,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,2002,Educación Media científico-humanista o Técnica,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Ni de acuerdo,
ni en desacuerdo","Ni de acuerdo,
ni en desacuerdo","Totalmente
de acuerdo",Sistema Público FONASA grupo D,-99,3,-99,Aún no ha fallecido,Aún no ha fallecido,No,,No,,,No,Sí,,,lab,02:25.0,06:40.5,08:33.3,,,,,,,,03:50.4,20,,1,SCESS-LAB-08H,OE_USACH_DL_01,6500,5559-2-7-20-1-SCESS-LAB-08H,5559,7,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
11/11/2022 07:33,11/11/2022 08:10,IP Address,158.170.47.71,100,2234,TRUE,11/11/2022 08:10,R_12mrE9DCoRB4dEy,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,2002,Educación Media científico-humanista o Técnica,"Totalmente
de acuerdo",,"De
acuerdo","De
acuerdo","De
acuerdo","Totalmente
de acuerdo",ISAPRE,-99,3,-99,Aún no ha fallecido,Aún no ha fallecido,Sí,2002,No,,,No,No lo ha pensado,,,lab,02:42.9,06:35.2,,,,,,,,09:30.9,03:06.6,20,,8,SCESS-LAB-10J,OE_USACH_DL_01,6500,8409-2-3-20-8-SCESS-LAB-10J,8409,3,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
11/11/2022 07:32,11/11/2022 08:11,IP Address,158.170.47.87,100,2311,TRUE,11/11/2022 08:11,R_W7eoBNl6pNOn4AN,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",M,No,2001,Educación Media científico-humanista o Técnica,"De
acuerdo",,"Totalmente
de acuerdo","De
acuerdo","En
desacuerdo","Ni de acuerdo,
ni en desacuerdo",Sistema Público FONASA grupo B,-99,6,-99,Aún no ha fallecido,51-60,No,,Sí,No sabe,-99,No,No,,,lab,03:22.6,07:37.3,11:15.3,,,,,,,,04:30.7,21,,4,SCESS-LAB-11K,OE_USACH_DL_01,6500,7583-1-7-21-4-SCESS-LAB-11K,7583,7,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
11/11/2022 07:33,11/11/2022 08:11,IP Address,158.170.47.82,100,2271,TRUE,11/11/2022 08:11,R_3rHsvsZppqgY63b,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,1997,Educación Media científico-humanista o Técnica,"De
acuerdo",,"De
acuerdo","Totalmente
de acuerdo","Ni de acuerdo,
ni en desacuerdo","De
acuerdo",ISAPRE,-99,2,-99,Aún no ha fallecido,Aún no ha fallecido,Sí,1994,Sí,No sabe,-99,No,No lo ha pensado,,,lab,04:39.2,08:56.8,,,,11:33.6,,,,,06:16.5,25,,4,SCESS-LAB-07G,OE_USACH_DL_01,6500,2623-2-6-25-4-SCESS-LAB-07G,2623,6,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
11/11/2022 07:30,11/11/2022 08:11,IP Address,158.170.47.19,100,2472,TRUE,11/11/2022 08:11,R_3R4J6YRA9oycuLE,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,1997,Educación Media científico-humanista o Técnica,"De
acuerdo",,"Ni de acuerdo,
ni en desacuerdo","En
desacuerdo","En
desacuerdo","Ni de acuerdo,
ni en desacuerdo",Ninguno,-99,5,-99,Aún no ha fallecido,Aún no ha fallecido,No,,No,,,No,No lo ha pensado,,,lab,35:09.3,39:33.9,,41:52.3,,,,,,,35:51.1,25,,3,SCESS-LAB-01A,OE_USACH_DL_01,6500,2586-2-4-25-3-SCESS-LAB-01A,2586,4,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
11/11/2022 07:30,11/11/2022 08:20,IP Address,158.170.47.130,100,3013,TRUE,11/11/2022 08:20,R_2Etw9BChl73DEII,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",M,No,1999,Educación Media científico-humanista o Técnica,"De
acuerdo",,"Ni de acuerdo,
ni en desacuerdo","Totalmente
de acuerdo","De
acuerdo","Totalmente
de acuerdo",Sistema Público FONASA no sabe grupo,-99,5,-99,Aún no ha fallecido,Aún no ha fallecido,No,,Sí,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,-99,No,No,,,lab,17:11.3,19:20.9,,,21:25.8,,,,,,17:27.1,23,,3,SCESS-LAB-06F,OE_USACH_DL_01,6500,1147-1-5-23-3-SCESS-LAB-06F,1147,5,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
11/11/2022 08:31,11/11/2022 08:43,IP Address,158.170.47.93,100,741,TRUE,11/11/2022 08:43,R_rjV1pQK8I9ni1Il,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,1995,Educación Media científico-humanista o Técnica,"Totalmente
de acuerdo",,"De
acuerdo","Totalmente
de acuerdo","Ni de acuerdo,
ni en desacuerdo","De
acuerdo",Sistema Público FONASA grupo A,-99,6,-99,Aún no ha fallecido,Aún no ha fallecido,No,,Sí,No sabe,-99,No recuerda,No lo ha pensado,-99,,lab,38:27.8,41:58.4,,,,,43:58.2,,,,39:34.1,27,,5,SCESS-LAB-16P,OE_USACH_DL_01,6500,4885-2-8-27-5-SCESS-LAB-16P,4885,8,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
14/11/2022 11:40,14/11/2022 11:46,IP Address,158.170.47.27,100,384,TRUE,14/11/2022 11:46,R_2BlWZLkMqDcvlFT,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,1999,Postgrado,"De
acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",Sistema Público FONASA grupo D,-99,8,-99,Aún no ha fallecido,Aún no ha fallecido,No,,No,,,Sí,No,,,lab,42:15.4,44:46.7,,,,,,47:25.2,,,43:01.6,23,,6,SCESS-LAB-03C,OE_USACH_DL_01,6500,9185-2-1-23-6-SCESS-LAB-03C,9185,1,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
14/11/2022 11:17,14/11/2022 11:47,IP Address,158.170.47.130,100,1794,TRUE,14/11/2022 11:47,R_3paPoBBXQXyzabF,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,2001,Educación Media científico-humanista o Técnica,"De
acuerdo",,"Ni de acuerdo,
ni en desacuerdo","De
acuerdo","Ni de acuerdo,
ni en desacuerdo","En
desacuerdo",Sistema Público FONASA no sabe grupo,-99,3,-99,Aún no ha fallecido,Aún no ha fallecido,Sí,2001,No,,,No,No lo ha pensado,,,lab,42:48.7,45:59.9,,,47:43.2,,,,,,43:09.6,21,,2,SCESS-LAB-06F,OE_USACH_DL_01,6500,3394-2-5-21-2-SCESS-LAB-06F,3394,5,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
14/11/2022 11:17,14/11/2022 11:48,IP Address,158.170.47.82,100,1835,TRUE,14/11/2022 11:48,R_1PSMn4q2lUnnDSE,,,,,-33.4513,-70.6653,anonymous,ES-ES,Chrome,107.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022","Sí, acepto",F,No,2001,Educación Media científico-humanista o Técnica,"Totalmente
de acuerdo",,"De
acuerdo","Totalmente
de acuerdo","En
desacuerdo","De
acuerdo",Sistema Público FONASA no sabe grupo,-99,2,-99,Aún no ha fallecido,Aún no ha fallecido,No,,No,,,No,Sí,,,lab,44:15.9,47:00.7,,,,,48:30.2,,,,45:00.3,21,,6,SCESS-LAB-07G,OE_USACH_DL_01,6500,9980-2-8-21-6-SCESS-LAB-07G,9980,8,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,
